,거래 방식,지역,매물 종류,가격대,면적,특징
1277,매매,강남구 논현동부센트레빌 101동 고/22,아파트,200000,106/84,고층으로 뷰좋은 입주가능한 집입니다.
1278,매매,강남구 역삼EG소울리더(도시형) 1동 저/9,아파트,18000,21/13,초급매 소액으로 매수 가능한 원룸
1279,매매,강남구 삼성현대1차 101동 고/7,아파트,280000,176/159,"청담역넓은깨끗한아파트,남향,리모델링,주인직접"
1280,매매,강남구 삼성 102동 고/15,아파트,210000,104/84,올수리.전망좋은 남향
1281,매매,강남구 테헤란아이파크 102동 저/25,아파트,240000,94/70,28. 올확장 정남향 도성초 진선학군 판상형 선릉역세권
1282,매매,강남구 청담신원아침도시마인(도시형) 1동 고/10,아파트,42000,35/24,"풀옵션, 테라스있음"
1283,매매,강남구 대우디오빌플러스 1동 중/13,아파트,32500,46/34,공원뷰 임대 잘되는 원룸 아파트
1284,매매,강남구 테헤란아이파크 102동 중/25,아파트,260000,94/70,밝고 깨끗한 정남향 확장 입주가능
1285,매매,강남구 강남파라곤 A동 중/15,아파트,200000,143/120,강남구청역 2번 출구에서 지하로 건물과 7호선과 분당선 바로 연결
1286,매매,강남구 동현 1동 고/12,아파트,300000,140/120,재건축단지 전세안고매입
1287,매매,강남구 강남한신휴플러스6단지 604동 고/9,아파트,150000,86/59,입주가능 올숲뷰 상태최상 숲소리만 들리는 조용한 깨끗한단지
1288,매매,강남구 우성6차 5동 3/5,아파트,215000,86/79,귀한매물  로얄층 추진위 구역지정임박
1289,매매,강남구 역삼브라운스톤 101동 저/12,아파트,110000,76/59,"강남역 및 역삼역 역세권, 다양한 연령층을 소화할 수 있는 아파트"
1290,매매,강남구 아크로힐스논현 102동 중/30,아파트,260000,109/84,"로얄층 입주가능 시스템에어컨설치,주인거주로깨끗.선정릉 역세권아파트"
1291,매매,강남구 역삼래미안 112동 5/20,아파트,279000,109/80,"확장형,정상입주,단열최고,인테리어,주인거주아주깨끗,갭투가"
1292,매매,강남구 금호어울림 103동 고/10,아파트,240000,155/133,"강남역 도보 10분거리, 교통편리하고 생활환경 좋은 아파트"
1293,매매,강남구 청담신원아침도시마인(도시형) 1동 중/10,아파트,33000,39/27,"풀옵션,자주식주차"
1294,매매,강남구 삼성포스코더샵 1동 저/22,아파트,300000,183/160,실거주 가능한 매물입니다.
1295,매매,강남구 우성7차 105동 고/5,아파트,240000,92/84,-
1296,매매,강남구 르엘대치 102동 고/7,아파트,255000,80/59,풀 옵션 아파트.  첫 입주
1297,매매,강남구 삼성힐스테이트1단지 114동 중/15,아파트,290000,109/84,"확장형, 로얄층,전망 좋습니다."
1298,매매,강남구 LH강남힐스테이트 504동 고/8,아파트,120000,73/51,"조용한 숲세권 아파트, 숲조망"
1299,매매,강남구 역삼자이 102동 중/31,아파트,300000,115/84,로얄동 로얄층 입주가능한 귀한매매 도성초학군
1300,매매,강남구 우성7차 104동 5/5,아파트,245000,92/84,"32,더블역세권,35층재건축 정비구역지정됨,입주가능,명문학군"
1301,매매,강남구 래미안도곡카운티 101동 고/20,아파트,225000,81/59,24확장형 밝은집 입니다 
1302,매매,강남구 경일역삼 1동 고/6,아파트,130000,94/84,실입주 올수리
1303,매매,강남구 화인하이빌 1동 5/7,아파트,300000,114/102,삼성역 최고입지 고급아파트 채광좋아요
1304,매매,강남구 래미안대치하이스턴 201동 고/16,아파트,300000,142/110,43 주인직접의뢰 남향 올수리 올확장 주인거주중 휘문학군 로얄층
1305,매매,강남구 수서1-2단지 118동 6/15,아파트,160000,85/59,-
1306,매매,강남구 선릉역대우아이빌5차 1동 12/13,아파트,30000,38/28,월세낀 수익투자형 매물입니다 실입주협의
1307,매매,강남구 선릉역대우아이빌5차 1동 10/13,아파트,29500,38/28,반전세 낀 매물입니다.
1308,매매,강남구 경남 7동 7/12,아파트,290000,104/96,"32,통합재건축,정비구역지정중,지분큰매물,실거주,갭투자,안심중개"
1309,매매,강남구 삼성중앙하이츠빌리지 103동 9/19,아파트,275000,108/84,입주협의 로얄동 로얄층 최고입지 학군최고
1310,매매,강남구 마일스디오빌 1동 9/15,아파트,40000,47/36,"학동역도보 2분,남향,현월세임차중,"
1311,매매,강남구 선릉역대우아이빌5차 1동 11/13,아파트,24500,34/25,갭투자매물입니다.
1312,매매,강남구 극동스타클래스 1동 5/20,아파트,210000,142/112,학군우수 채광우수 편의시설풍부 보안경비우수 역세권 교통편리
1313,매매,강남구 삼익 404동 6/15,아파트,193000,115/84,수서역 SRT 초역세권 남향 대모산조망 
1314,매매,강남구 대치대우아이빌멤버스4차 101동 8/12,아파트,35000,44/35,실입주가능합니다. 전세 끼고 매매가능합니다.
1315,매매,강남구 마일스디오빌 1동 5/15,아파트,45000,47/36,남향 밝은집 주상복합형 학동역 역세권 소형 아파트
1316,매매,강남구 대치대우아이빌멤버스4차 101동 9/12,아파트,34500,44/35,현재 전세 들어잇습니다. 갭투자 매물이예요
1317,매매,강남구 논현신동아파밀리에 101동 11/13,아파트,95000,52/35,월세끼고투자 로얄층 매매
1318,매매,강남구 역삼트레벨 1동 3/5,아파트,61000,33/33,특올수리됨.전세안고 매매입니다.
1319,매매,강남구 신동아 707동 3/15,아파트,150000,69/49,투자 및 입주하기에 적합한 매물로 계단식입니다.
1320,매매,강남구 역삼디오슈페리움 1동 고/22,아파트,175000,119/84,강남대로 우성아파트 사거리 주상복합 아파트입니다
1321,매매,강남구 LH강남아이파크 707동 중/15,아파트,171000,81/59, 로얄동 로얄층 세끼고
1322,매매,강남구 개포래미안포레스트 130동 중/19,아파트,279000,115/84,굿뷰 굿커뮤니티 조중식서비스
1323,매매,강남구 지석천평대 1동 중/7,아파트,110000,100/85,추천매물 강남역 역삼역 근처 아파트 3룸2욕실 확장형 상태굿
1324,매매,강남구 현대2차 201동 중/13,아파트,210000,97/84," 확장 아님, 올 수리.월세 가능보증금 2억"
1325,매매,강남구 개포래미안포레스트 106동 저/14,아파트,290000,115/84,-
1326,매매,강남구 우성8차 801동 고/9,아파트,250000,98/79,31매 I 재건축 이슈 I 양재천 등 동서남북 공원 프리미엄
1327,매매,강남구 현대2차 202동 중/13,아파트,205000,97/84,"미래가치 좋은 아파트 입니다. 건축 33년 지난 아파트, "
1328,매매,강남구 테헤란로대우아이빌 1동 고/26,아파트,88000,79/59,강남의 많은 인프라 직접적 수혜지역의 소형아파트
1329,매매,강남구 대명비발디 1동 고/7,아파트,150000,100/82,주변환경이 좋고 투자가치 있음
1330,매매,강남구 금호어울림 102동 저/15,아파트,230000,153/132,로얄층 실입주 가능한 귀한 매물 입니다
1331,매매,강남구 개포래미안포레스트 128동 중/16,아파트,220000,86/59,26 입주가능 세놓고투자가능 단지커뮤니티최고 빠른계약가능
1332,매매,강남구 역삼하나빌 1동 저/15,아파트,40000,44/33,-
1333,매매,강남구 래미안그레이튼3차 202동 고/21,아파트,230000,85/59,역삼중배정 한티역세권 확장 로얄층 입주가능
1334,매매,강남구 대명벨리온(도시형) 1동 3/7,아파트,22000,27/17,독점매물 2000만원 갭투자 매물
1335,매매,강남구 현대빌라트 1동 3/6,아파트,250000,144/128,-
1336,매매,강남구 펜트힐루논현(도시형) 1동 고/14,아파트,150000,63/43,펜트힐 신축첫입주 고층매매
1337,매매,강남구 극동스타클래스 1동 5/20,아파트,210000,143/112,-
1338,매매,강남구 더샵트리에 902동 저/15,아파트,300000,135/108,입주가.리모델링아파트.풀옵션
1339,매매,강남구 더샵트리에 901동 중/15,아파트,300000,132/105,-
1340,매매,강남구 한양수자인어반게이트(도시형) 1동 6/9,아파트,23000,23/16,현재 전세 들어있습니다. 갭투자매물 입니다.
1341,매매,강남구 대명벨리온(도시형) 1동 2/7,아파트,21000,27/17,실거주 가능한 아파트 매물
1342,매매,강남구 삼성롯데캐슬킹덤 103동 4/11,아파트,280000,154/123,"가성비 최상의 학군 좋은 삼성동 위치좋은 아파트,전세안고 매매가능"
1343,매매,강남구 한양수자인어반게이트(도시형) 1동 4/9,아파트,23000,23/16,갭투자매물 자주식주차장
1344,매매,강남구 펜트힐루논현(도시형) 1동 고/14,아파트,135000,63/43,신축 첫 입주  즉시입주가능  트인전망  인기구조
1345,매매,강남구 강남역우정에쉐르 1동 11/13,아파트,22000,24/17,갭투자매물 전세안고 매매
1346,매매,강남구 대명벨리온(도시형) 1동 고/7,아파트,19500,27/17,"풀옵션, 역삼역 도보 6분, 임대수익형"
1347,매매,강남구 강남역우정에쉐르 1동 11/13,아파트,22000,24/17,갭투자매매
1348,매매,강남구 우성6차 6동 저/5,아파트,210000,73/67,23. 갭투자 추천. 대지지분 많은 추천매물.
1349,매매,강남구 LH강남8단지(도시형) 811동 중/5,아파트,135000,81/59,24 남향 큰방2개 화2개 드레스룸별도. 입주일협의가능. 학교앞위치 최상
1350,매매,강남구 대우양재디오빌 1동 고/15,아파트,26000,35/25,급 저럼한 매매 입니다
1351,매매,강남구 매봉 101동 저/22,아파트,167000,70/59,실거주가능
1352,매매,강남구 역삼디오빌 1동 중/26,아파트,33000,39/30,깔끔한 남향집
1353,매매,강남구 래미안도곡카운티 101동 고/20,아파트,230000,81/59,24 세안고매매 확장 신축급컨디션 대도초학군 
1354,매매,강남구 대치삼성1차 112동 고/22,아파트,205000,85/59,조망좋은26 깔끔 깨끗 로열층 조용하고 쾌적하고 학원동선 주차편해요
1355,매매,강남구 역삼자이 103동 중/31,아파트,300000,113/84,34. 신축컨디션 고층전망좋은집 확장 풀옵션 입주가능 실매물
1356,매매,강남구 수서한아름 104동 중/11,아파트,215000,120/97,초역세권 SRT이용편리 관리상태좋습니다
1357,매매,강남구 우성8차 803동 저/9,아파트,250000,98/79,T459 5151 최고숲세권 로얄동 입주가능
1358,매매,강남구 현대비젼21 1동 고/27,아파트,46000,50/32,타워팰리스 블럭 소형원룸아 로얄층 급매
1359,매매,강남구 강남데시앙포레 101동 고/13,아파트,175000,81/59,-
1360,매매,강남구 대치대우아이빌멤버스4차 101동 중/12,아파트,33000,39/31,미닫이 분리형  월세받기 좋음.
1361,매매,강남구 청담삼성3차 102동 중/18,아파트,260000,163/129,강남구청역초역세권 주인거주 상태깔끔 귀한매물
1362,매매,강남구 래미안라클래시 106동 고/31,아파트,280000,84/59,"25 귀한 매매 ,청담역 초역세권, 로얄동 ,로얄층, 적극추천드립니다."
1363,매매,강남구 테헤란로대우아이빌 1동 중/26,아파트,43000,44/33, 갭투자 매물
1364,매매,강남구 대림아크로빌 A동 고/46,아파트,300000,180/138,58 입주 갭투자 가능한 귀한 매물입니다
1365,매매,강남구 래미안블레스티지 205동 저/20,아파트,220000,80/59,24 세안고 매매 로얄동 조용하고 풀에어컨 가든뷰최고
1366,매매,강남구 대치삼성1차 103동 고/24,아파트,295000,124/97,"귀한 매물, 채광,전망 베스트,조용한 동,확장수리"
1367,매매,강남구 래미안포레 307동 2/12,아파트,210000,141/101,"확장형, 예쁜 공원뷰로 조용한 단지임"
1368,매매,강남구 현대썬앤빌테헤란(도시형) 1동 중/7,아파트,55000,55/33,원룸원거실월세투자매물
1369,매매,강남구 대치아이파크 102동 저/24,아파트,240000,78/59,"23,올확장,내부깨끗하고 채광좋아요,대도초,단대중고"
1370,매매,강남구 삼성힐스테이트2단지 202동 고/21,아파트,170000,59/43,귀한매매 삼성중앙초역세권 신혼부부강추
1371,매매,강남구 대림아크로빌 B동 저/46,아파트,285000,169/130,"54 올수리, 귀한매물, 입주협의"
1372,매매,강남구 건영 102동 고/19,아파트,300000,105/84,로얄층 한강뷰 리모델링진행중 르네자이
1373,매매,강남구 강남LH1단지(e편한세상) 102동 저/15,아파트,150000,81/59,-
1374,매매,강남구 도곡렉슬 103동 고/23,아파트,240000,86/59,"ㄴ26,남향,전망최고,세안고 매수 가능한 매물입니다."
1375,매매,강남구 대치2단지 215동 중/15,아파트,130000,46/33,중간 로얄층 시설특 양재천 전망좋은 아파트
1376,매매,강남구 진흥 5동 중/15,아파트,270000,109/102,인테리어 잘되 있으며 청담공원이 있어 쾌적해요
1377,매매,강남구 푸른마을 111동 저/15,아파트,200000,103/84,"푸른마을31급매,세안고맷"
1378,매매,강남구 래미안블레스티지 202동 중/22,아파트,227000,80/59,24 추천매물 세안고  로얄동층  풀옵션
1379,매매,강남구 강남웅진베어스빌(도시형) 1동 고/16,아파트,37800,24/16,-
1380,매매,강남구 한화진넥스빌 1동 9/26,아파트,33500,46/34,"추천,급매물,입주가"
1381,매매,강남구 푸른마을 104동 5/15,아파트,209000,103/84,남향 깨끗한상태 입주일 조정
1382,매매,강남구 쌍용플래티넘밸류 101동 저/15,아파트,190000,146/116,-
1383,매매,강남구 쌍용 1동 1/12,아파트,135000,83/59,"예쁜집, 입주 가능합니다."
1384,매매,강남구 목련타운 109동 14/15,아파트,240000,121/99,남향 확장된올수리 세안고매매
1385,매매,강남구 강남데시앙포레 112동 저/15,아파트,210000,116/84,34 대모산조망 주세안고매매 공동중개가
1386,매매,강남구 대치2단지 219동 7/15,아파트,175000,67/49,전면동 임대중이에요.
1387,매매,강남구 현대2차 213동 7/9,아파트,280000,106/84,"32, 올수리, 양재천에 바로 접해 소음이 없는 동, 주거환경 최고"
1388,매매,강남구 푸른마을 107동 11/15,아파트,170000,82/59,25 남향 전세안고 매매입니다
1389,매매,강남구 청담신원아침도시마인(도시형) 1동 8/10,아파트,85000,71/49,"풀옵션, 테라스있음,분리형임"
1390,매매,강남구 진넥스빌2 1동 6/11,아파트,22500,33/23,실입주 가능. 급매물입니다.
1391,매매,강남구 개포한신 3동 1/9,아파트,220000,73/52,-
1392,매매,강남구 푸른마을 110동 3/13,아파트,205000,103/84,공동중개환영 입주일조정합니다
1393,매매,강남구 동부센트레빌 1동 18/21,아파트,200000,78/59,입주매물 확장 특올수리 도성초 진선 선릉역세권
